Time,altitude via 2D coords,altitude via 3D coords,altitude via ecc ano,altitude via true ano
2888,425012.905480,403522.973525,425012.905480,425012.905480
2889,425008.104330,403507.565380,425008.104330,425008.104330
2890,425003.302341,403492.153781,425003.302341,425003.302341
2891,424998.499522,403476.738732,424998.499522,424998.499522
2892,424993.695876,403461.320239,424993.695876,424993.695876
2893,424988.891412,403445.898310,424988.891412,424988.891412
2894,424984.086134,403430.472949,424984.086134,424984.086134
2895,424979.280048,403415.044164,424979.280048,424979.280048
2896,424974.473162,403399.611959,424974.473162,424974.473162
2897,424969.665481,403384.176342,424969.665481,424969.665481
2898,424964.857011,403368.737318,424964.857011,424964.857011
2899,424960.047758,403353.294893,424960.047758,424960.047758
2900,424955.237729,403337.849073,424955.237729,424955.237729
2901,424950.426929,403322.399866,424950.426929,424950.426929
2902,424945.615364,403306.947275,424945.615364,424945.615364
2903,424940.803041,403291.491309,424940.803041,424940.803041
2904,424935.989966,403276.031972,424935.989966,424935.989966
2905,424931.176145,403260.569271,424931.176145,424931.176145
2906,424926.361584,403245.103211,424926.361584,424926.361584
2907,424921.546289,403229.633800,424921.546289,424921.546289
2908,424916.730266,403214.161043,424916.730266,424916.730266
2909,424911.913522,403198.684947,424911.913522,424911.913522
2910,424907.096062,403183.205516,424907.096062,424907.096062
2911,424902.277892,403167.722758,424902.277892,424902.277892
2912,424897.459020,403152.236679,424897.459020,424897.459020
2913,424892.639450,403136.747284,424892.639450,424892.639450
2914,424887.819189,403121.254580,424887.819189,424887.819189
2915,424882.998243,403105.758572,424882.998243,424882.998243
2916,424878.176618,403090.259268,424878.176618,424878.176618
2917,424873.354321,403074.756672,424873.354321,424873.354321
2918,424868.531356,403059.250792,424868.531356,424868.531356
2919,424863.707732,403043.741633,424863.707732,424863.707732
2920,424858.883453,403028.229201,424858.883453,424858.883453
2921,424854.058526,403012.713503,424854.058526,424854.058526
2922,424849.232957,402997.194544,424849.232957,424849.232957
2923,424844.406752,402981.672331,424844.406752,424844.406752
2924,424839.579917,402966.146869,424839.579917,424839.579917
2925,424834.752458,402950.618166,424834.752458,424834.752458
2926,424829.924382,402935.086226,424829.924382,424829.924382
2927,424825.095694,402919.551057,424825.095694,424825.095694
2928,424820.266401,402904.012663,424820.266401,424820.266401
2929,424815.436509,402888.471052,424815.436509,424815.436509
2930,424810.606024,402872.926230,424810.606024,424810.606024
2931,424805.774952,402857.378201,424805.774952,424805.774952
2932,424800.943299,402841.826974,424800.943299,424800.943299
2933,424796.111072,402826.272553,424796.111072,424796.111072
2934,424791.278276,402810.714946,424791.278276,424791.278276
2935,424786.444917,402795.154157,424786.444917,424786.444917
2936,424781.611003,402779.590193,424781.611003,424781.611003
2937,424776.776538,402764.023060,424776.776538,424776.776538
2938,424771.941529,402748.452765,424771.941529,424771.941529
2939,424767.105983,402732.879314,424767.105983,424767.105983
2940,424762.269905,402717.302712,424762.269905,424762.269905
2941,424757.433301,402701.722965,424757.433301,424757.433301
2942,424752.596178,402686.140081,424752.596178,424752.596178
2943,424747.758542,402670.554064,424747.758542,424747.758542
2944,424742.920398,402654.964921,424742.920398,424742.920398
2945,424738.081754,402639.372659,424738.081754,424738.081754
2946,424733.242615,402623.777283,424733.242615,424733.242615
2947,424728.402987,402608.178799,424728.402987,424728.402987
2948,424723.562877,402592.577214,424723.562877,424723.562877
2949,424718.722290,402576.972534,424718.722290,424718.722290
2950,424713.881233,402561.364764,424713.881233,424713.881233
2951,424709.039712,402545.753912,424709.039712,424709.039712
2952,424704.197733,402530.139982,424704.197733,424704.197733
2953,424699.355302,402514.522982,424699.355302,424699.355302
2954,424694.512425,402498.902917,424694.512425,424694.512425
2955,424689.669109,402483.279793,424689.669109,424689.669109
2956,424684.825360,402467.653617,424684.825360,424684.825360
2957,424679.981184,402452.024395,424679.981184,424679.981184
2958,424675.136586,402436.392132,424675.136586,424675.136586
2959,424670.291574,402420.756836,424670.291574,424670.291574
2960,424665.446153,402405.118512,424665.446153,424665.446153
2961,424660.600329,402389.477166,424660.600329,424660.600329
2962,424655.754109,402373.832804,424655.754109,424655.754109
2963,424650.907498,402358.185433,424650.907498,424650.907498
2964,424646.060504,402342.535058,424646.060504,424646.060504
2965,424641.213131,402326.881686,424641.213131,424641.213131
2966,424636.365387,402311.225323,424636.365387,424636.365387
2967,424631.517277,402295.565976,424631.517277,424631.517277
2968,424626.668808,402279.903649,424626.668808,424626.668808
2969,424621.819985,402264.238350,424621.819985,424621.819985
2970,424616.970815,402248.570084,424616.970815,424616.970815
2971,424612.121304,402232.898857,424612.121304,424612.121304
2972,424607.271458,402217.224677,424607.271458,424607.271458
2973,424602.421284,402201.547548,424602.421284,424602.421284
2974,424597.570787,402185.867478,424597.570787,424597.570787
2975,424592.719973,402170.184471,424592.719973,424592.719973
2976,424587.868850,402154.498535,424587.868850,424587.868850
2977,424583.017422,402138.809675,424583.017422,424583.017422
2978,424578.165696,402123.117898,424578.165696,424578.165696
2979,424573.313679,402107.423209,424573.313679,424573.313679
2980,424568.461376,402091.725615,424568.461376,424568.461376
2981,424563.608794,402076.025123,424563.608794,424563.608794
2982,424558.755938,402060.321737,424558.755938,424558.755938
2983,424553.902816,402044.615465,424553.902816,424553.902816
2984,424549.049432,402028.906312,424549.049432,424549.049432
2985,424544.195794,402013.194285,424544.195794,424544.195794
2986,424539.341907,401997.479389,424539.341907,424539.341907
2987,424534.487777,401981.761631,424534.487777,424534.487777
2988,424529.633412,401966.041017,424529.633412,424529.633412
2989,424524.778816,401950.317554,424524.778816,424524.778816
2990,424519.923997,401934.591246,424519.923997,424519.923997
2991,424515.068959,401918.862101,424515.068959,424515.068959
2992,424510.213710,401903.130125,424510.213710,424510.213710
2993,424505.358256,401887.395323,424505.358256,424505.358256
2994,424500.502602,401871.657702,424500.502602,424500.502602
2995,424495.646755,401855.917269,424495.646755,424495.646755
2996,424490.790722,401840.174028,424490.790722,424490.790722
2997,424485.934507,401824.427987,424485.934507,424485.934507
2998,424481.078118,401808.679151,424481.078118,424481.078118
2999,424476.221561,401792.927526,424476.221561,424476.221561
3000,424471.364841,401777.173120,424471.364841,424471.364841
3001,424466.507965,401761.415937,424466.507965,424466.507965
3002,424461.650939,401745.655984,424461.650939,424461.650939
3003,424456.793770,401729.893268,424456.793770,424456.793770
3004,424451.936463,401714.127793,424451.936463,424451.936463
3005,424447.079024,401698.359568,424447.079024,424447.079024
3006,424442.221461,401682.588596,424442.221461,424442.221461
3007,424437.363778,401666.814886,424437.363778,424437.363778
3008,424432.505982,401651.038443,424432.505982,424432.505982
3009,424427.648080,401635.259272,424427.648080,424427.648080
3010,424422.790077,401619.477381,424422.790077,424422.790077
3011,424417.931980,401603.692775,424417.931980,424417.931980
3012,424413.073794,401587.905461,424413.073794,424413.073794
3013,424408.215526,401572.115444,424408.215526,424408.215526
3014,424403.357183,401556.322731,424403.357183,424403.357183
3015,424398.498770,401540.527329,424398.498770,424398.498770
3016,424393.640293,401524.729242,424393.640293,424393.640293
3017,424388.781759,401508.928477,424388.781759,424388.781759
3018,424383.923174,401493.125041,424383.923174,424383.923174
3019,424379.064543,401477.318940,424379.064543,424379.064543
3020,424374.205874,401461.510179,424374.205874,424374.205874
3021,424369.347172,401445.698765,424369.347172,424369.347172
3022,424364.488444,401429.884704,424364.488444,424364.488444
3023,424359.629696,401414.068002,424359.629696,424359.629696
3024,424354.770933,401398.248665,424354.770933,424354.770933
3025,424349.912162,401382.426700,424349.912162,424349.912162
3026,424345.053389,401366.602113,424345.053389,424345.053389
3027,424340.194621,401350.774909,424340.194621,424340.194621
3028,424335.335863,401334.945095,424335.335863,424335.335863
3029,424330.477122,401319.112678,424330.477122,424330.477122
3030,424325.618404,401303.277662,424325.618404,424325.618404
3031,424320.759715,401287.440055,424320.759715,424320.759715
3032,424315.901061,401271.599862,424315.901061,424315.901061
3033,424311.042449,401255.757090,424311.042449,424311.042449
3034,424306.183884,401239.911745,424306.183884,424306.183884
3035,424301.325373,401224.063832,424301.325373,424301.325373
3036,424296.466921,401208.213359,424296.466921,424296.466921
3037,424291.608536,401192.360331,424291.608536,424291.608536
3038,424286.750223,401176.504755,424286.750223,424286.750223
3039,424281.891989,401160.646636,424281.891989,424281.891989
3040,424277.033839,401144.785980,424277.033839,424277.033839
3041,424272.175779,401128.922795,424272.175779,424272.175779
3042,424267.317817,401113.057085,424267.317817,424267.317817
3043,424262.459958,401097.188858,424262.459958,424262.459958
3044,424257.602208,401081.318119,424257.602208,424257.602208
3045,424252.744574,401065.444874,424252.744574,424252.744574
3046,424247.887061,401049.569130,424247.887061,424247.887061
3047,424243.029676,401033.690893,424243.029676,424243.029676
3048,424238.172425,401017.810169,424238.172425,424238.172425
3049,424233.315314,401001.926964,424233.315314,424233.315314
3050,424228.458349,400986.041283,424228.458349,424228.458349
3051,424223.601537,400970.153135,424223.601537,424223.601537
3052,424218.744884,400954.262523,424218.744884,424218.744884
3053,424213.888395,400938.369456,424213.888395,424213.888395
3054,424209.032077,400922.473938,424209.032077,424209.032077
3055,424204.175937,400906.575976,424204.175937,424204.175937
3056,424199.319980,400890.675576,424199.319980,424199.319980
3057,424194.464212,400874.772744,424194.464212,424194.464212
3058,424189.608640,400858.867487,424189.608640,424189.608640
3059,424184.753270,400842.959810,424184.753270,424184.753270
3060,424179.898107,400827.049719,424179.898107,424179.898107
3061,424175.043159,400811.137222,424175.043159,424175.043159
3062,424170.188432,400795.222324,424170.188432,424170.188432
3063,424165.333931,400779.305030,424165.333931,424165.333931
3064,424160.479662,400763.385348,424160.479662,424160.479662
3065,424155.625632,400747.463283,424155.625632,424155.625632
3066,424150.771848,400731.538842,424150.771848,424150.771848
3067,424145.918314,400715.612030,424145.918314,424145.918314
3068,424141.065038,400699.682855,424141.065038,424141.065038
3069,424136.212025,400683.751321,424136.212025,424136.212025
3070,424131.359282,400667.817435,424131.359282,424131.359282
3071,424126.506815,400651.881204,424126.506815,424126.506815
3072,424121.654630,400635.942632,424121.654630,424121.654630
3073,424116.802733,400620.001728,424116.802733,424116.802733
3074,424111.951130,400604.058496,424111.951130,424111.951130
3075,424107.099828,400588.112943,424107.099828,424107.099828
3076,424102.248833,400572.165075,424102.248833,424102.248833
3077,424097.398150,400556.214897,424097.398150,424097.398150
3078,424092.547786,400540.262418,424092.547786,424092.547786
3079,424087.697748,400524.307641,424087.697748,424087.697748
3080,424082.848040,400508.350574,424082.848040,424082.848040
3081,424077.998671,400492.391223,424077.998671,424077.998671
3082,424073.149644,400476.429593,424073.149644,424073.149644
3083,424068.300968,400460.465691,424068.300968,424068.300968
3084,424063.452648,400444.499524,424063.452648,424063.452648
3085,424058.604690,400428.531096,424058.604690,424058.604690
3086,424053.757100,400412.560415,424053.757100,424053.757100
3087,424048.909884,400396.587487,424048.909884,424048.909884
3088,424044.063049,400380.612317,424044.063049,424044.063049
3089,424039.216601,400364.634911,424039.216601,424039.216601
3090,424034.370546,400348.655277,424034.370546,424034.370546
3091,424029.524889,400332.673420,424029.524889,424029.524889
3092,424024.679638,400316.689345,424024.679638,424024.679638
3093,424019.834799,400300.703060,424019.834799,424019.834799
3094,424014.990377,400284.714571,424014.990377,424014.990377
3095,424010.146378,400268.723883,424010.146378,424010.146378
3096,424005.302810,400252.731002,424005.302810,424005.302810
3097,424000.459677,400236.735936,424000.459677,424000.459677
3098,423995.616987,400220.738689,423995.616987,423995.616987
3099,423990.774745,400204.739268,423990.774745,423990.774745
3100,423985.932957,400188.737680,423985.932957,423985.932957
3101,423981.091630,400172.733930,423981.091630,423981.091630
3102,423976.250770,400156.728024,423976.250770,423976.250770
3103,423971.410383,400140.719969,423971.410383,423971.410383
3104,423966.570475,400124.709771,423966.570475,423966.570475
3105,423961.731052,400108.697435,423961.731052,423961.731052
3106,423956.892120,400092.682969,423956.892120,423956.892120
3107,423952.053686,400076.666377,423952.053686,423952.053686
3108,423947.215756,400060.647667,423947.215756,423947.215756
